origin_type	treatment_type	F_FW_rosette	F_FW_aboveground_tot	F_FW_root	F_DW_rosette	F_DW_aboveground_tot	F_DW_root	F_RGR_max	F_WC1	F_WC2	F_LMA	F_fvfm	F_PIabs	F_Zn_S	F_Cd_S	F_Pb_S	F_Mg_S	F_Ca_S	F_K_S	F_Na_S	F_Cu_S	F_Fe_S	F_P_S	F_Zn_R	F_Cd_R	F_Pb_R	F_Mg_R	F_Ca_R	F_K_R	F_Na_R	F_Cu_R	F_Fe_R	F_P_R	F_rosette_hight	F_stem_nr	F_max_stem_length	F_epid_up	F_mes	F_epid_low	F_whole_leaf	F_cuti_up	F_cuti_low	F_stom_size_up_la	F_stom_size_up_sa	F_stom_area_up	F_stom_size_low_la	F_stom_size_low_sa	F_stom_area_low	F_stom_dens_low	F_stom_dens_up	F_palisade_long	F_palisade_short	F_trich_dens_up	F_trich_dens_low	F_whole_leaf_added	F_epid_up_propa	F_mes_propa	F_epid_low_propa	F_protection	F_assim_protection_prop	F_epid_up_propb	F_mes_propb	F_epid_low_propb	F_palisade_index	F_pollen_n_alive	F_pollen_n_dead	F_pollen_n_degen	F_pollen_n_deaddegen	F_pollen_n_all	F_pollen_viability_perc	F_pollen_dead_perc	F_pollen_degen_perc	F_pollen_deaddegen_perc	F_pollen_diameter	genotype_M_PL22_101	genotype_M_PL22_102	genotype_M_PL22_103	genotype_M_PL22_104	genotype_M_PL22_105	genotype_M_PL22_106	genotype_M_PL22_107	genotype_M_PL22_108	genotype_M_PL22_109	genotype_M_PL27_101	genotype_M_PL27_102	genotype_M_PL27_103	genotype_M_PL27_104	genotype_M_PL27_105	genotype_M_PL27_106	genotype_M_PL27_107	genotype_M_PL27_108	genotype_M_PL27_109	genotype_M_PL27_110	genotype_NM_PL14_105	genotype_NM_PL14_111	genotype_NM_PL14_114	genotype_NM_PL14_118	genotype_NM_PL14_119	genotype_NM_PL14_121	genotype_NM_PL14_126	genotype_NM_PL14_127	genotype_NM_PL14_128	genotype_NM_PL14_130	genotype_NM_PL35_101	genotype_NM_PL35_103	genotype_NM_PL35_104	genotype_NM_PL35_105	genotype_NM_PL35_106	genotype_NM_PL35_107	genotype_NM_PL35_108	genotype_NM_PL35_109	genotype_NM_PL35_110	genotype_NM_PL35_111	origin_pop_M_PL22	origin_pop_M_PL27	origin_pop_NM_PL14	origin_pop_NM_PL35	treatment_pop_M_PL22	treatment_pop_M_PL27	treatment_pop_NM_PL14	treatment_pop_NM_PL35	comparison_3levels_far_allopatric	comparison_3levels_near_allopatric	comparison_3levels_sympatric
1	0	0.672	0.672	0.41	0.1529	0.1529	0.0824	0.016074141	79.73856209	3.935	0.011807831	0.788	0.818	10122.0	53.1	551.0	4945.0	12771.0	12049.0	53.0	12.6	7655.626	0.41	3239.0	141.7	287.9	2111.0	7199.0	8552.0	71.0	14.6	3161.8925	0.21	0.333333333	3.333333333	12.0	16.2299995	91.165001	16.2300005	114.494999	0.525	0.56	15.63999992	13.30666667	163.990599	14.55166667	12.15916667	139.0363207	227.5910364	385.1540616	28.2	19.5649995	0.0	0.0	123.625001	0.141752912	0.796235659	0.141752921	32.46	2.808533611	0.13128412	0.737431751	0.131284128	1.441349385	168.0	10.0	5.0	15.0	183.0	91.8	5.46	2.73	8.196721311	16.08666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
1	0	0.941	0.941	1.218	0.126	0.126	0.172	0.044744169	76.8488746	3.319	0.002507065	0.7445	1.1628	18287.0	122.1	677.9	11111.0	28451.0	12586.0	42.0	3.6	4227.657	0.22	3417.0	84.3	1276.2	3266.0	6245.0	7433.0	50.0	4.0	919.3115	0.07	4.833333333	20.0	51.66666667	21.205	88.4400025	15.6250005	123.6150015	0.725	0.52	16.08999992	14.61666683	185.6777744	17.51916675	13.7075	189.4613315	245.0980392	367.6470588	22.14	18.7200005	0.0	0.0	125.270003	0.171540669	0.715447166	0.12640052	36.8300005	2.401303321	0.169274363	0.705995054	0.124730583	1.182692276	599.0	21.0	1.0	22.0	621.0	96.46	3.38	0.16	3.542673108	16.19166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
1	1	10.409	14.592	0.865	1.232	2.272	0.274	0.026970773	88.27877508	7.532	0.003036948	0.835	0.778	9167.0	36.0	1.4	3654.0	14571.0	17583.0	75.0	6.0	1675.701	0.48	3824.0	22.4	0.9	840.0	2866.0	9873.0	37.0	6.9	607.453	0.3	1.666666667	22.33333333	30.33333333	22.445001	117.045002	19.844999	146.7750015	0.645	0.53	15.85041658	13.96249992	175.3958561	16.05333333	13.95	176.0196928	245.0980392	245.0980392	38.1200005	29.1800005	0.0	0.0	159.335002	0.152921143	0.797445074	0.135206941	42.29	2.767675621	0.140866732	0.73458437	0.124548899	1.306374224	840.0	24.0	11.0	35.0	875.0	96.0	2.74	1.26	4.0	18.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
1	1	3.883	3.883	1.732	0.5806	0.5806	0.398	0.02148955	74.06143345	2.855	0.006986756	0.751	0.481	1097.0	7.0	1.1	2061.0	7773.0	18952.0	42.0	3.2	1011.336	0.42	906.0	7.3	1.1	1184.0	4942.0	7258.0	67.0	3.5	612.959	0.24	1.0	24.5	57.0	23.2750005	96.625	16.23	129.5699995	0.705	0.715	17.48333342	14.55166675	200.3159217	16.62833342	14.01666658	184.9256235	245.0980392	192.5770308	38.6200005	28.6399995	0.0	0.0	136.1300005	0.179632636	0.745735899	0.125260477	39.5050005	2.445892894	0.170976276	0.709799454	0.11922427	1.348463728	318.5	159.0	25.0	184.0	502.5	63.38	31.64	4.98	36.61691542	15.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
1	0	0.304	0.304	0.423	0.074	0.074	0.2104	0.04125841	92.55319149	12.429	0.002009688	0.802666667	1.316	22529.0	109.0	98.3	7953.0	20488.0	19787.0	141.0	7.1	1585.418	0.37	7645.0	42.7	69.7	1832.0	4211.0	11757.0	32.0	8.8	317.3185	0.24	5.0	21.33333333	49.0	24.33	140.6100005	16.8	173.9799955	0.755	0.57	19.19333317	14.76083342	222.4572812	19.29916667	14.01583325	212.34454	140.0560224	280.1120448	40.4850005	33.1600005	0.067172048	0.0	181.7400005	0.139843664	0.808196368	0.096562826	41.13	3.418672514	0.133872565	0.773687686	0.092439749	1.22089867	725.0	9.0	2.0	11.0	736.0	98.51	1.22	0.27	1.494565217	17.53166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
1	1	5.583	6.74	3.711	0.8611	1.0986	0.9418	0.022827046	75.8041958	3.133	0.007883638	0.792333333	1.136	2017.0	14.1	0.7	1939.0	7023.0	17689.0	35.0	3.4	534.318	0.3	1650.0	10.7	0.5	900.0	5128.0	7611.0	78.0	3.2	107.373	0.14	0.0	34.33333333	45.33333333	22.504999	127.5	18.9899995	164.1650005	0.55	0.66	18.78416658	15.38583333	227.1732367	18.26166658	14.34083333	205.2799227	332.6330532	192.5770308	44.8900015	28.7649995	0.0	0.0	168.9949985	0.13708768	0.776657629	0.115676298	41.4949985	3.072659468	0.133169616	0.754460198	0.112370187	1.560577169	958.0	9.0	0.0	9.0	967.0	99.07	0.93	0.0	0.930713547	16.995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
1	0	0.99	0.99	0.147	0.1679	0.1679	0.0282	0.037925234	78.07017544	3.56	0.005164752	0.805	2.1435	15717.0	112.6	226.1	6036.0	23603.0	14036.0	33.0	11.6	2829.637	0.32	3352.0	39.0	126.2	1511.0	4990.0	12196.0	47.0	6.5	367.8916	0.25	0.0	7.666666667	21.66666667	23.8900005	119.615002	19.925	157.5650025	0.595	0.55	17.08666667	14.83083333	199.1359896	17.77499983	15.4791665	215.8903871	192.5770308	385.1540616	26.8600005	22.299999	0.0	0.0	163.4300025	0.151619967	0.759147019	0.126455746	43.8150005	2.730001156	0.146178793	0.731903568	0.121917639	1.204484381	631.0	46.0	18.5	64.5	695.5	90.73	6.61	2.66	9.273903666	14.2075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
1	1	16.73	24.015	0.972	1.932	3.142	0.285	0.053570949	81.67808219	4.458	0.001927824	0.835	2.9825	14631.0	89.2	2.7	5112.0	12636.0	18516.0	54.0	7.6	1442.351	0.42	6011.0	34.2	2.0	1373.0	3503.0	12237.0	51.0	6.3	1428.585	0.25	2.0	29.5	66.5	22.46	122.3400035	19.054999	156.455002	0.735	0.645	17.67000006	14.43666673	201.1086296	19.50083342	14.44333333	221.3810451	87.53501401	297.6190476	27.8050005	22.405	0.0	0.0	163.8550025	0.143555653	0.781950094	0.121792201	41.514999	2.946886823	0.137072409	0.746635755	0.116291836	1.241017652	863.0	84.0	12.0	96.0	959.0	89.99	8.76	1.25	10.01042753	18.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
1	1	6.876	6.876	1.018	1.1977	1.1977	0.1921	0.014736264	81.25	4.333	0.011387132	0.792	1.4903	2207.0	14.9	2.2	2417.0	4860.0	15821.0	45.0	3.7	2272.33	0.28	1779.0	14.5	1.0	1562.0	5293.0	13168.0	119.0	3.4	471.642	0.23	0.0	43.0	34.5	19.8999995	143.5750045	17.71	176.9000015	0.66	0.585	18.00666683	13.46	191.1166835	17.5125	14.1725	195.6387687	490.1960784	297.6190476	28.9399995	23.2200005	0.0	0.0	181.185004	0.11249293	0.811616751	0.100113057	37.6099995	3.817468929	0.109832486	0.792422117	0.097745396	1.246339314	393.0	25.0	1.0	26.0	419.0	93.79	5.97	0.24	6.205250597	17.30166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
1	1	2.168	2.168	1.247	0.4619	0.4619	0.2561	0.020241465	74.15730337	2.87	0.01682072	0.752833333	0.766	816.0	11.5	2.9	1274.0	4269.0	11415.0	53.0	6.0	1801.367	0.22	840.0	14.2	1.8	1559.0	5147.0	9655.0	102.0	5.0	800.682	0.16	0.5	22.0	51.0	24.735001	161.415001	18.4899995	193.220001	0.515	0.48	17.38000033	14.795	202.2280145	18.85499992	14.75416667	218.8523817	385.1540616	280.1120448	43.465	28.299999	0.940408678	0.0	204.6400015	0.128014703	0.835394888	0.095694024	43.2250005	3.734297262	0.120870801	0.78877541	0.090353789	1.535865779	131.0	119.0	9.0	128.0	259.0	50.58	45.95	3.47	49.42084942	18.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
1	0	0.632	5.9	0.733	0.135	1.524	0.1748	0.046037708	83.65019011	5.116	0.005162215	0.815	3.5713	15336.0	146.2	87.3	8069.0	17373.0	19504.0	63.0	4.8	1383.641	0.27	4002.0	41.2	84.6	2637.0	4316.0	13392.0	52.0	6.5	444.4205	0.13	2.5	22.0	55.0	21.985	161.6949995	21.1149995	202.8849945	0.7	0.665	19.7625	15.88166675	249.2160935	18.79000008	15.75416658	232.7039659	140.0560224	297.6190476	60.5650005	60.8399985	0.0	0.0	204.794999	0.108361883	0.796978603	0.104073737	43.0999995	3.751624162	0.107351254	0.789545645	0.103103101	0.99547998	253.0	37.0	3.0	40.0	293.0	86.35	12.63	1.02	13.65187713	18.09833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
1	1	5.395	5.395	0.861	0.698	0.698	0.181	0.022957932	88.51540616	7.707	0.002012908	0.834	3.2905	8985.0	67.8	3.6	5491.0	14608.0	19475.0	105.0	9.4	2683.148	0.5	5956.0	30.7	1.0	1225.0	3505.0	16962.0	51.0	10.3	861.835	0.3	0.666666667	20.66666667	52.0	22.0949995	145.364998	25.3199995	162.4000015	0.515	0.605	17.8	15.98416667	223.2289686	19.74000042	16.30333333	253.1957029	87.53501401	280.1120448	32.8549995	25.45	0.067172048	0.0	192.779997	0.136052951	0.895104659	0.155911326	47.414999	3.065801984	0.114612511	0.754046064	0.131341425	1.290962652	302.0	58.0	2.0	60.0	362.0	83.43	16.02	0.55	16.57458564	19.18333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
1	1	5.035	5.035	1.408	0.7084	0.7084	0.3508	0.020778254	80.12048193	4.03	0.012702865	0.7255	0.8768	1987.0	9.9	4.4	1694.0	4153.0	14332.0	59.0	4.0	2800.507	0.33	2603.0	10.3	1.5	1243.0	2993.0	8604.0	78.0	5.6	602.6695	0.26	0.666666667	20.0	32.0	22.3050005	107.8900035	20.21	137.3099975	0.56	0.55	18.42166667	15.41249983	224.5049368	18.67083375	16.68666658	246.8396981	157.5630252	227.5910364	53.834999	43.9300005	0.0	0.0	150.405004	0.162442655	0.785740335	0.147185204	42.5150005	2.537692632	0.14829959	0.71732988	0.134370529	1.225472306	309.0	37.0	0.0	37.0	346.0	89.31	10.69	0.0	10.69364162	16.41333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
1	0	0.366	0.366	0.335	0.098	0.098	0.0801	0.049423364	78.89908257	3.739	0.002323478	0.8195	2.7793	9582.0	170.3	351.2	8238.0	16421.0	17616.0	43.0	4.2	1267.004	0.16	3421.0	111.8	1162.6	4068.0	6987.0	9847.0	58.0	6.8	1398.7425	0.1	3.333333333	15.33333333	39.66666667	22.755	122.2299995	18.1899995	159.409996	0.72	0.555	17.85666658	15.51166658	218.5184294	16.63333308	14.46916667	188.490301	175.070028	332.6330532	41.3600005	36.3549995	0.067172048	0.0	163.174999	0.142745126	0.766764962	0.114108274	40.9449995	2.985224105	0.13945151	0.749073083	0.111475407	1.137670226	709.0	27.0	14.0	41.0	750.0	94.53	3.6	1.87	5.466666667	14.89333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
1	1	1.801	1.801	0.16	0.255	0.255	0.045	0.016898309	90.0	9.0	0.001244208	0.832666667	2.1643	4080.0	64.6	4.2	4190.0	13690.0	23609.0	113.0	9.0	4240.624	0.42	2196.0	31.4	1.3	1344.0	9796.0	15406.0	62.0	12.4	1392.829	0.44	0.0	20.0	57.0	18.1849995	80.689999	14.12	102.549999	0.66	0.6	16.82666683	14.34000008	192.3615538	16.76749975	15.18333333	199.671255	157.5630252	210.0840336	36.4449995	27.0900005	0.0	0.0	112.9949985	0.177328129	0.786835688	0.137688934	32.3049995	2.497755773	0.160936322	0.714102395	0.124961283	1.345330337	531.0	16.0	18.0	34.0	565.0	93.98	2.83	3.19	6.017699115	17.52833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
1	1	0.944	0.944	0.915	0.1517	0.1517	0.1635	0.019764324	76.87861272	3.325	0.00910701	0.772666667	1.1453	2505.0	12.1	2.3	2699.0	7439.0	24381.0	54.0	4.3	1744.556	0.43	1984.0	11.0	3.7	1578.0	4013.0	11899.0	151.0	7.1	1414.1715	0.22	1.333333333	23.66666667	48.33333333	21.995	115.914997	20.16	150.5699995	0.6	0.475	19.44250017	14.54916667	222.3794967	19.68583325	16.29333325	252.4027769	280.1120448	262.605042	46.8550015	30.7950005	0.873236629	0.201516145	158.069997	0.146078237	0.769841252	0.133891214	42.155	2.749733057	0.139147216	0.733314349	0.127538435	1.521513257	335.0	9.0	2.0	11.0	346.0	96.82	2.6	0.58	3.179190751	14.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
1	1	2.933	2.933	0.098	0.353	0.353	0.0283	0.012495586	88.07785888	7.388	0.004061477	0.8295	3.4985	8463.0	79.8	3.4	4742.0	17922.0	19870.0	103.0	7.5	3640.309	0.47	2506.0	45.8	2.4	1652.0	3928.0	12087.0	124.0	9.3	4166.913	0.25	2.0	24.0	61.0	22.825	140.7999955	17.2300005	172.595001	0.715	0.49	17.03666675	14.42000008	193.5366589	16.04916658	13.58166667	171.4900124	245.0980392	262.605042	38.314999	33.5900005	0.335860242	0.0	180.854996	0.132246009	0.815782582	0.099829082	40.0550005	3.51516649	0.126206079	0.778524224	0.095269696	1.140666818	473.0	13.0	4.0	17.0	490.0	96.53	2.65	0.82	3.469387755	17.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
1	1	5.422	5.422	1.706	0.6904	0.6904	0.4127	0.019016264	84.29752066	5.368	0.009682246	0.772666667	1.2257	2864.0	16.5	1.6	2570.0	8510.0	18821.0	47.0	4.3	1476.071	0.43	1887.0	11.8	0.7	1409.0	3037.0	7865.0	72.0	4.6	269.768	0.2	1.0	23.33333333	43.0	27.46	174.555	20.75	212.739998	0.575	0.53	18.21333367	14.80833342	212.9215717	18.77000033	14.93083325	220.7045442	315.1260504	245.0980392	67.2200015	37.6149995	0.0	0.0	222.765	0.129077749	0.82050861	0.0975369	48.21	3.620721842	0.123268916	0.783583597	0.093147487	1.787053101	310.0	7.0	4.0	11.0	321.0	96.57	2.18	1.25	3.426791277	14.01166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
1	0	4.979	7.963	0.915	1.006	2.062	0.194	0.045391853	80.95238095	4.25	0.003317617	0.797	3.2638	14367.0	137.0	34.5	7216.0	19037.0	19591.0	48.0	3.4	576.131	0.21	5187.0	34.3	109.9	2175.0	3741.0	14109.0	87.0	10.0	263.5585	0.19	4.5	11.0	58.0	25.2749995	144.800003	22.245	183.6100005	0.635	0.65	17.73416658	15.105	210.8610473	20.16583325	15.27083333	241.8150088	122.5490196	262.605042	46.2349985	35.06	0.201516145	0.0	192.3200025	0.137655898	0.788628085	0.121153532	47.5199995	3.047138142	0.131421585	0.752911819	0.115666596	1.318739261	269.0	140.0	15.0	155.0	424.0	63.44	33.02	3.54	36.55660377	18.46166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
1	1	7.852	10.579	0.245	1.07	1.553	0.115	0.032331288	85.0140056	5.673	0.001828957	0.836	3.6413	9231.0	93.0	2.2	4714.0	12621.0	17959.0	90.0	7.8	3035.053	0.43	4402.0	33.8	2.3	1058.0	2777.0	12490.0	65.0	15.4	2344.337	0.4	2.0	22.0	51.33333333	26.91	140.2350005	21.1899995	171.5250015	0.66	0.565	17.68749975	14.78166675	206.0676501	19.45583283	14.85416667	227.2900796	140.0560224	262.605042	34.8650005	33.135	0.134344097	0.0	188.335	0.15688675	0.817577608	0.123538839	48.0999995	2.915488606	0.142883691	0.744604033	0.112512276	1.052210668	295.5	72.5	14.5	87.0	382.5	77.25	18.95	3.79	22.74509804	17.81666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
1	1	11.128	11.128	3.428	2.0077	2.0077	0.8673	0.018053341	75.64102564	3.105	0.01539	0.771666667	1.731	2137.0	11.3	1.1	2441.0	5861.0	16159.0	26.0	3.6	846.915	0.3	2361.0	6.7	1.6	709.0	2202.0	7346.0	70.0	4.7	360.1315	0.22	0.0	19.0	54.33333333	19.805	206.32	19.54	246.315	0.62	0.515	18.65916683	14.72833333	215.8146022	18.60833333	14.35916667	210.3186456	315.1260504	175.070028	55.779999	38.7150005	0.067172048	0.0	245.665	0.080405172	0.837626616	0.079329314	39.345	5.243868344	0.080617915	0.839842875	0.07953921	1.440785181	241.0	144.0	7.0	151.0	392.0	61.48	36.73	1.79	38.52040816	18.11833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
1	0	0.88	0.88	0.747	0.25	0.25	0.16	0.058014728	82.92682927	4.857	0.003070845	0.808	2.7783	8604.0	121.7	370.0	8114.0	17421.0	22187.0	194.0	5.0	2246.944	0.16	3002.0	104.6	1190.1	2687.0	5952.0	8685.0	37.0	5.5	766.366	0.08	4.0	23.0	68.66666667	20.835	133.680004	18.110001	168.3499985	0.82	0.565	17.81583292	14.34	201.2002337	17.87416675	14.2425	200.3000683	157.5630252	332.6330532	47.129999	38.0500015	1.007580726	0.0	172.625005	0.123760025	0.794060025	0.107573514	38.945001	3.432533074	0.120695145	0.774395366	0.104909489	1.238633302	278.0	117.0	22.0	139.0	417.0	66.67	28.06	5.28	33.33333333	17.86166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0
1	1	6.603	8.746	0.268	0.766	1.021	0.067	0.023863131	89.70588235	8.714	0.007456371	0.828666667	2.9533	7459.0	97.7	1.6	5271.0	12650.0	17894.0	67.0	6.1	1381.585	0.58	3163.0	51.5	1.8	1100.0	3646.0	12330.0	56.0	16.9	620.433	0.52	1.0	18.66666667	31.33333333	16.11	117.375	10.8	144.9050065	0.565	0.58	17.1375	14.07583333	191.897819	15.93000008	13.48833333	168.7033954	350.140056	420.1680672	42.2200015	28.29	1.074752774	0.067172048	144.285	0.111176283	0.810013421	0.074531586	26.91	4.361761427	0.111654018	0.813494126	0.074851856	1.492400194	413.0	39.0	13.0	52.0	465.0	88.82	8.39	2.8	11.1827957	19.52333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0
1	1	1.824	1.824	1.349	0.4201	0.4201	0.2667	0.026885678	83.33333333	5.0	0.011406789	0.814833333	2.069	2620.0	17.7	1.2	1943.0	4317.0	16079.0	45.0	4.3	763.158	0.37	2893.0	28.2	1.0	1226.0	4597.0	8028.0	58.0	6.8	414.944	0.2	0.0	12.33333333	43.33333333	18.3099995	152.4349975	16.215	181.280002	0.55	0.6	18.16000008	14.23	203.2479032	18.055833	14.86249992	211.2448278	315.1260504	262.605042	48.8199995	36.290001	1.007580726	0.0	186.959997	0.101003968	0.840881486	0.089447263	34.5249995	4.415206364	0.097935386	0.815334831	0.086729783	1.345274129	222.0	116.0	17.0	133.0	355.0	62.54	32.68	4.79	37.46478873	17.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1
1	0	2.725	2.725	1.279	0.457	0.457	0.2804	0.023255088	83.58208955	5.091	0.006402053	0.787	3.2077	10214.0	126.6	196.4	5732.0	10171.0	17762.0	40.0	4.9	699.786	0.27	4623.0	67.8	914.7	2411.0	4754.0	9938.0	83.0	11.5	1029.001	0.14	2.333333333	16.66666667	66.33333333	23.45	135.449997	18.4100005	171.119995	0.74	0.645	16.76999992	16.03000017	211.9872905	17.74916683	16.21583308	226.0510661	157.5630252	455.1820728	50.129999	37.9500005	0.201516145	0.0	177.3099975	0.13703834	0.791549795	0.107585326	41.8600005	3.235785843	0.132254246	0.763916299	0.103829456	1.320948573	587.0	8.0	16.0	24.0	611.0	96.07	1.31	2.62	3.927986907	16.76166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0
1	1	1.645	1.976	0.348	0.204	0.324	0.133	0.033030105	86.51252408	6.414	0.004533594	0.835	3.6555	9922.0	65.1	1.8	6020.0	14597.0	24111.0	111.0	7.1	2264.933	0.46	6295.0	49.3	3.2	1878.0	4932.0	12947.0	120.0	13.7	2983.831	0.54	1.5	34.0	63.0	21.660001	132.4000015	18.08	164.854996	0.655	0.5	16.49000033	14.96000017	194.5268407	16.21416667	14.13916658	181.4655965	175.070028	192.5770308	33.299999	23.7550005	0.067172048	0.0	172.1400025	0.131388199	0.803130052	0.109672139	39.740001	3.331655716	0.125827819	0.769141394	0.105030787	1.401810074	523.0	6.0	1.0	7.0	530.0	98.68	1.13	0.19	1.320754717	19.02166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0
1	1	5.53	5.53	2.481	0.9164	0.9164	0.568	0.024276517	80.28169014	4.071	0.017814072	0.807	2.0807	2799.0	8.6	8.8	2323.0	5443.0	16653.0	83.0	5.0	6971.634	0.52	2953.0	5.9	2.9	1553.0	2846.0	8362.0	76.0	5.5	3239.633	0.28	0.5	20.0	45.0	19.585	185.6500015	18.1549995	213.090004	0.535	0.545	16.85249983	13.9425	184.8658528	15.60583333	12.58333333	155.0961688	507.7030812	262.605042	63.9999985	34.795	0.0	0.0	223.390001	0.09190952	0.87122811	0.085198738	37.7399995	4.919183995	0.087671784	0.831057794	0.081270421	1.83934469	386.0	6.0	11.0	17.0	403.0	95.78	1.49	2.73	4.218362283	14.81166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1
